BLOCKID|DISTRICT
480019506001065|008
480019506001066|008
480019506001067|008
480019506001068|008
480019506001069|008
480019506001070|008
480019506001071|008
480019506001072|008
480019506001073|008
480019506001074|008
480019506001075|008
480019506001076|008
480019506001077|008
480019506001078|008
480019506001079|008
480019506002000|008
480019506002001|008
480019506002002|008
480019506002003|008
480019506002004|008
480019506002005|008
480019506002006|008
480019506002007|008
480019506002008|008
480019506002009|008
480019506002010|008
480019506002011|008
480019506002012|008
480019506002013|008
480019506002014|008
480019506002015|008
480019506002016|008
480019506002017|008
480019506002018|008
480019506002019|008
480019506002020|008
480019506002021|008
480019506002022|008
480019506002023|008
480019506002024|008
480019506002025|008
480019506002026|008
480019506002027|008
480019506002028|008
480019506002029|008
480019506002030|008
480019506002031|008
480019506002032|008
480019506002033|008
480019506002034|008
480019506002035|008
480019506002036|008
480019506003000|008
480019506003001|008
480019506003002|008
480019506003003|008
480019506003004|008
480019506003005|008
480019506003006|008
480019506003007|008
480019506003008|008
480019506003009|008
480019506003010|008
480019506003011|008
480019506003012|008
480019506003013|008
480019506003014|008
480019506003015|008
480019506003016|008
480019506003017|008
480019506003018|008
480019506003019|008
480019506003020|008
480019506003021|008
480019506003022|008
480019506003023|008
480019506003024|008
480019506003025|008
480019506003026|008
480019506003027|008
480019506003028|008
480019506003029|008
480019506003030|008
480019506003031|008
480019506003032|008
480019506003033|008
480019506003034|008
480019506003035|008
480019506003036|008
480019506003037|008
480019506003038|008
480019506003039|008
480019506003040|008
480019506003041|008
480019506003042|008
480019506003043|008
480019506003044|008
480019506003045|008
480019506003046|008
480019506003047|008
480019506003048|008
480019506003049|008
480019506003050|008
480019506003051|008
480019506003052|008
480019506003053|008
480019506003054|008
480019506003055|008
480019506003056|008
480019506003057|008
480019506003058|008
480019506003059|008
480019506003060|008
480019506003061|008
480019506003062|008
480019506003063|008
480019506003064|008
480019506003065|008
480019506003066|008
480019506003067|008
480019506003068|008
480019506003069|008
480019506003070|008
480019506003071|008
480019506003072|008
480019506003073|008
480019506003074|008
480019506003075|008
480019506003076|008
480019506003077|008
480019506003078|008
480019506003079|008
480019506003080|008
480019506003081|008
480019506003082|008
480019506003083|008
480019506003084|008
480019506003085|008
480019506003086|008
480019506003087|008
480019506003088|008
480019506003089|008
480019506004000|008
480019506004001|008
480019506004002|008
480019506004003|008
480019506004004|008
480019506004005|008
480019506004006|008
480019506004007|008
480019506004008|008
480019506004009|008
480019506004010|008
480019506004011|008
480019506004012|008
480019506004013|008
480019506004014|008
480019506004015|008
480019506004016|008
480019506004017|008
480019506004018|008
480019506004019|008
480019506004020|008
480019506004021|008
480019506004022|008
480019506004023|008
480019506004024|008
480019506004025|008
480019506004026|008
480019506004027|008
480019506004028|008
480019506004029|008
480019506004030|008
480019506004031|008
480019507001000|008
480019507001001|008
480019507001002|008
480019507001003|008
480019507001004|008
480019507001005|008
480019507001006|008
480019507001007|008
480019507001008|008
480019507001009|008
480019507001010|008
480019507001011|008
480019507001012|008
480019507001013|008
480019507001014|008
480019507001015|008
480019507001016|008
480019507001017|008
480019507001018|008
480019507001019|008
480019507001020|008
480019507001021|008
480019507001022|008
480019507001023|008
480019507001024|008
480019507001025|008
480019507001026|008
480019507001027|008
480019507001028|008
480019507001029|008
480019507001030|008
480019507001031|008
480019507001032|008
480019507001033|008
480019507001034|008
480019507001035|008
480019507001036|008
480019507001037|008
480019507001038|008
480019507001039|008
480019507001040|008
480019507001041|008
480019507001042|008
480019507001043|008
480019507001044|008
480019507002000|008
480019507002001|008
480019507002002|008
480019507002003|008
480019507002004|008
480019507002005|008
480019507002006|008
480019507002007|008
480019507002008|008
480019507002009|008
480019507002010|008
480019507002011|008
480019507002012|008
480019507002013|008
480019507002014|008
480019507002015|008
480019507002016|008
480019507002017|008
480019507002018|008
480019507002019|008
480019507002020|008
480019507002021|008
480019507002022|008
480019507002023|008
480019507002024|008
480019507002025|008
480019507002026|008
480019507002027|008
480019507002028|008
480019507002029|008
480019507002030|008
480019507002031|008
480019507002032|008
480019507002033|008
480019507002034|008
480019507002035|008
480019507002036|008
480019507002037|008
480019507002038|008
480019507002039|008
480019507002040|008
480019507002041|008
480019507002042|008
480019507002043|008
480019507003000|008
480019507003001|008
480019507003002|008
480019507003003|008
480019507003004|008
480019507003005|008
480019507003006|008
480019507003007|008
480019507003008|008
480019507003009|008
480019507003010|008
480019507003011|008
480019507003012|008
480019507003013|008
480019507003014|008
480019507003015|008
480019507003016|008
480019507003017|008
480019507003018|008
480019507003019|008
480019507003020|008
480019507003021|008
480019507003022|008
480019507003023|008
480019507003024|008
480019507003025|008
480019507003026|008
480019507003027|008
480019507003028|008
480019507003029|008
480019507003030|008
480019507003031|008
480019507003032|008
480019507003033|008
480019507003034|008
480019507003035|008
480019507003036|008
480019507003037|008
480019507003038|008
480019507003039|008
480019507003040|008
480019507003041|008
480019507003042|008
480019507003043|008
480019507003044|008
480019507003045|008
480019507003046|008
480019507003047|008
480019507003048|008
480019507003049|008
480019507003050|008
480019507003051|008
480019507003052|008
480019507003053|008
480019507003054|008
480019507003055|008
480019507003056|008
480019507003057|008
480019507003058|008
480019507003059|008
480019507003060|008
480019507003061|008
480019507003062|008
480019507003063|008
480019507003064|008
480019507003065|008
480019507003066|008
480019507003067|008
480019507003068|008
